time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2013-05-31 0000,0,0,0,0,0,22.69,0.83
2013-05-31 0100,0,0,0,0,0,22.56,0.69
2013-05-31 0200,0,0,0,0,0,23.13,0.07
2013-05-31 0300,0,0,0,0,0,22.77,0.34
2013-05-31 0400,0,0,0,0,0,22.9,0.28
2013-05-31 0500,0,0,0,0,0,22.75,0.28
2013-05-31 0600,0,0,0,0,0,22.59,0.14
2013-05-31 0700,18.5,0,36.97,0,9.82,22.88,0.21
2013-05-31 0800,55.2,0,85.94,0.01,23.72,24.46,0.48
2013-05-31 0900,368.77,265.28,215.92,0.04,37.5,24.04,0.55
2013-05-31 1000,535.17,527.96,180.08,0.06,50.86,25.23,0.76
2013-05-31 1100,641.32,709.29,152.5,0.07,63.09,25.72,1.03
2013-05-31 1200,667.56,704.14,201.45,0.07,71.63,26.28,1.1
2013-05-31 1300,531.3,285.38,423.72,0.06,70.69,26.54,1.24
2013-05-31 1400,517.95,325.95,363.71,0.06,61.18,27.57,1.45
2013-05-31 1500,418.08,224,326.97,0.04,48.67,27.65,1.52
2013-05-31 1600,257.4,80.65,261.47,0.03,35.2,27.53,1.24
2013-05-31 1700,99.9,8.77,134.88,0.01,21.39,26.6,1.1
2013-05-31 1800,22.42,0,42.97,0,7.48,26.04,0.62
2013-05-31 1900,0,0,0,0,0,25.11,0.76
2013-05-31 2000,0,0,0,0,0,25.31,0.41
2013-05-31 2100,0,0,0,0,0,25.3,0.28
2013-05-31 2200,0,0,0,0,0,24.96,0.34
2013-05-31 2300,0,0,0,0,0,24.65,0.34
2013-06-01 0000,0,0,0,0,0,24.24,0.48
2013-06-01 0100,0,0,0,0,0,23.57,0.62
2013-06-01 0200,0,0,0,0,0,23.88,0.07
2013-06-01 0300,0,0,0,0,0,23.62,0.07
2013-06-01 0400,0,0,0,0,0,22.74,0.62
2013-06-01 0500,0,0,0,0,0,22.69,0.62
2013-06-01 0600,0,0,0,0,0,22.63,0.55
2013-06-01 0700,43.61,0,70.7,0.01,9.79,23.25,0.28
2013-06-01 0800,91.64,0,131.91,0.01,23.68,24.62,0.34
2013-06-01 0900,317.05,152.53,265.48,0.03,37.44,26.14,0.69
2013-06-01 1000,506.73,434.84,238.87,0.05,50.78,27.34,1.03
2013-06-01 1100,599.19,578.38,239.07,0.07,62.98,28.75,0.9
2013-06-01 1200,603.27,526.57,311.18,0.07,71.49,29.74,0.55
2013-06-01 1300,635.14,667.46,224.49,0.07,70.58,30.25,0.41
2013-06-01 1400,455.57,204.44,410.02,0.05,61.13,29.31,0.9
2013-06-01 1500,463.63,344.34,273.72,0.05,48.65,27.73,0.76
2013-06-01 1600,346.89,252.74,203.86,0.04,35.21,26.28,0.83
2013-06-01 1700,140.78,41.89,154.6,0.02,21.42,25.68,0.41
2013-06-01 1800,14.17,0,30.98,0,7.52,25.05,0.41
2013-06-01 1900,0,0,0,0,0,24.64,0.34
2013-06-01 2000,0,0,0,0,0,24.15,0.55
2013-06-01 2100,0,0,0,0,0,23.67,0.69
2013-06-01 2200,0,0,0,0,0,23.48,0.62
2013-06-01 2300,0,0,0,0,0,23.26,0.55
2013-06-02 0000,0,0,0,0,0,23.45,0.21
2013-06-02 0100,0,0,0,0,0,23.21,0.07
2013-06-02 0200,0,0,0,0,0,23.62,0.21
2013-06-02 0300,0,0,0,0,0,23.52,0.28
2013-06-02 0400,0,0,0,0,0,23.25,0.41
2013-06-02 0500,0,0,0,0,0,23.14,0.28
2013-06-02 0600,0,0,0,0,0,22.94,0
2013-06-02 0700,84.15,0,121.91,0.01,9.76,23.24,0.07
2013-06-02 0800,88.4,0,127.91,0.01,23.63,24.51,0.07
2013-06-02 0900,365.36,270.03,213.87,0.04,37.37,25.72,0.07
2013-06-02 1000,504.76,452.41,227.87,0.06,50.7,26.61,0.07
2013-06-02 1100,607.58,624.53,209.16,0.07,62.87,27.65,0.41
2013-06-02 1200,622,571.87,285.17,0.07,71.35,27.85,0.55
2013-06-02 1300,614.81,533.12,304.34,0.07,70.48,28.71,1.24
2013-06-02 1400,458.14,204.42,410.01,0.05,61.09,28.38,0.97
2013-06-02 1500,518.75,499.17,184.75,0.06,48.64,27.22,1.52
2013-06-02 1600,24.65,0,45.98,0,35.22,25.7,1.59
2013-06-02 1700,70.16,0.97,103.95,0.01,21.44,24.67,0.97
2013-06-02 1800,0.81,0,7.99,0,7.56,24.54,0.69
2013-06-02 1900,0,0,0,0,0,24.05,0.55
2013-06-02 2000,0,0,0,0,0,23.92,0.34
2013-06-02 2100,0,0,0,0,0,23.44,0.28
2013-06-02 2200,0,0,0,0,0,23.23,0.21
2013-06-02 2300,0,0,0,0,0,22.98,0.28
2013-06-03 0000,0,0,0,0,0,22.78,0.28
2013-06-03 0100,0,0,0,0,0,22.46,0.28
2013-06-03 0200,0,0,0,0,0,22.51,0.41
2013-06-03 0300,0,0,0,0,0,22.08,0.48
2013-06-03 0400,0,0,0,0,0,21.82,0.41
2013-06-03 0500,0,0,0,0,0,21.56,0.34
2013-06-03 0600,0,0,0,0,0,21.55,0.34
2013-06-03 0700,80.58,0,116.92,0.01,9.72,22.23,0.21
2013-06-03 0800,75.08,0,110.92,0.01,23.59,23.93,0.07
2013-06-03 0900,412.45,415.66,128.03,0.04,37.31,25.9,0.55
2013-06-03 1000,545.85,590.4,141.27,0.06,50.62,27.27,0.69
2013-06-03 1100,632.57,724.77,144.51,0.07,62.76,28.52,0.69
2013-06-03 1200,672.32,793.63,145.7,0.08,71.22,29.24,0.62
2013-06-03 1300,609.31,555.77,290.34,0.07,70.38,29.94,0.62
2013-06-03 1400,544.85,449.27,303.51,0.06,61.05,29.99,0.28
2013-06-03 1500,198.57,4.93,266.88,0.02,48.63,29.44,0.28
2013-06-03 1600,46.64,0,75.97,0.01,35.23,27.59,0.14
2013-06-03 1700,69.45,0.97,103.95,0.01,21.47,26.38,0.34
2013-06-03 1800,23.89,0,44.97,0,7.6,25.7,0.69
2013-06-03 1900,0,0,0,0,0,25.08,0.83
2013-06-03 2000,0,0,0,0,0,24.36,0.83
2013-06-03 2100,0,0,0,0,0,23.4,0.34
2013-06-03 2200,0,0,0,0,0,22.94,0.41
2013-06-03 2300,0,0,0,0,0,22.9,0.41
2013-06-04 0000,0,0,0,0,0,22.46,0.41
2013-06-04 0100,0,0,0,0,0,22.3,0.34
2013-06-04 0200,0,0,0,0,0,23.42,0.48
2013-06-04 0300,0,0,0,0,0,23.52,0.07
2013-06-04 0400,0,0,0,0,0,23.34,0.28
2013-06-04 0500,0,0,0,0,0,23.06,0.21
2013-06-04 0600,0,0,0,0,0,22.81,0.21
2013-06-04 0700,74.59,0,109.92,0.01,9.69,23.09,0.07
2013-06-04 0800,112.45,0,157.89,0.01,23.54,24.5,0.14
2013-06-04 0900,406.76,400.05,136.95,0.04,37.25,26.04,0.48
2013-06-04 1000,532.97,557.04,162.11,0.06,50.54,27.71,0.41
2013-06-04 1100,606.57,635.21,201.17,0.07,62.66,28.26,0.34
2013-06-04 1200,632.78,643.72,240.24,0.07,71.1,29.05,0.34
2013-06-04 1300,481.88,213.21,445.92,0.05,70.29,28.97,0.28
2013-06-04 1400,219.78,2.96,295.87,0.02,61.01,28.68,0.14
2013-06-04 1500,416.23,227.83,325.92,0.04,48.63,26.98,0.48
2013-06-04 1600,125.42,0.98,173.93,0.01,35.25,26.07,0.62
2013-06-04 1700,16.92,0,34.99,0,21.5,24.95,0.69
2013-06-04 1800,0.82,0,7.99,0,7.64,24.07,0.07
2013-06-04 1900,0,0,0,0,0,23.34,0.41
2013-06-04 2000,0,0,0,0,0,22.97,0.41
2013-06-04 2100,0,0,0,0,0,22.72,0.55
2013-06-04 2200,0,0,0,0,0,22.54,0.62
2013-06-04 2300,0,0,0,0,0,22.33,0.76
2013-06-05 0000,0,0,0,0,0,22.09,0.41
2013-06-05 0100,0,0,0,0,0,21.84,0.28
2013-06-05 0200,0,0,0,0,0,22.18,0.21
2013-06-05 0300,0,0,0,0,0,21.68,0.34
2013-06-05 0400,0,0,0,0,0,22.06,0.21
2013-06-05 0500,0,0,0,0,0,22.03,0.14
2013-06-05 0600,0,0,0,0,0,21.49,0.55
2013-06-05 0700,61.42,0,92.93,0.01,9.65,22.25,0.69
2013-06-05 0800,122.13,0,168.88,0.01,23.49,23.4,0.48
2013-06-05 0900,330.8,180.58,253.25,0.04,37.19,24.57,0.41
2013-06-05 1000,455.2,295.61,309.04,0.05,50.46,25.9,0.41
2013-06-05 1100,517.77,338.22,366.18,0.06,62.56,27.4,0.21
2013-06-05 1200,584.34,468.2,341.15,0.07,70.98,28.3,0.21
2013-06-05 1300,483.75,212.2,446.91,0.05,70.21,28.92,0.48
2013-06-05 1400,503.2,315.91,368.67,0.05,60.98,28.87,0.48
2013-06-05 1500,377.24,148.91,349.19,0.04,48.63,26.54,0.83
2013-06-05 1600,152.4,4.91,202.9,0.02,35.26,25.51,0.97
2013-06-05 1700,10.87,0,25.99,0,21.53,25.05,0.48
2013-06-05 1800,0.42,0,7,0,7.69,24.4,0.55
2013-06-05 1900,0,0,0,0,0,23.65,0.55
2013-06-05 2000,0,0,0,0,0,23.2,0.34
2013-06-05 2100,0,0,0,0,0,23.38,0.21
2013-06-05 2200,0,0,0,0,0,23.23,0.07
2013-06-05 2300,0,0,0,0,0,23.15,0
2013-06-06 0000,0,0,0,0,0,22.96,0.21
2013-06-06 0100,0,0,0,0,0,22.8,0.14
2013-06-06 0200,0,0,0,0,0,21.79,0.83
2013-06-06 0300,0,0,0,0,0,21.61,0.76
2013-06-06 0400,0,0,0,0,0,21.54,0.76
2013-06-06 0500,0,0,0,0,0,21.25,0.83
2013-06-06 0600,0,0,0,0,0,21.09,0.83
2013-06-06 0700,7.24,0,19.99,0,9.61,22.16,0.69
2013-06-06 0800,118.38,0,163.88,0.01,23.44,23.02,0.62
2013-06-06 0900,298.56,119.39,271.71,0.03,37.13,25.06,0.97
2013-06-06 1000,448.61,268.17,321.13,0.05,50.39,26.26,1.31
2013-06-06 1100,630.63,656.71,186.23,0.07,62.46,26.87,1.59
2013-06-06 1200,681.92,761.87,163.56,0.07,70.86,26.84,1.31
2013-06-06 1300,677.17,757.93,163.7,0.07,70.13,27.77,1.38
2013-06-06 1400,603.31,610.05,207.6,0.07,60.95,28.19,1.03
2013-06-06 1500,453.83,313.57,287.71,0.05,48.63,27.95,1.24
2013-06-06 1600,291.66,130.71,254.19,0.03,35.28,27.04,1.31
2013-06-06 1700,132.3,32.12,153.67,0.01,21.56,26.77,0.9
2013-06-06 1800,7.66,0,20.99,0,7.73,26.29,0.14
2013-06-06 1900,0,0,0,0,0,25.35,0.48
2013-06-06 2000,0,0,0,0,0,25.23,0.48
2013-06-06 2100,0,0,0,0,0,24.67,0.69
2013-06-06 2200,0,0,0,0,0,25.1,0.41
2013-06-06 2300,0,0,0,0,0,24.93,0.34
2013-06-07 0000,0,0,0,0,0,24.11,0.62
2013-06-07 0100,0,0,0,0,0,23.94,0.55
2013-06-07 0200,0,0,0,0,0,24.28,0.14
2013-06-07 0300,0,0,0,0,0,24,0.28
2013-06-07 0400,0,0,0,0,0,23.34,0.55
2013-06-07 0500,0,0,0,0,0,23.28,0.55
2013-06-07 0600,0,0,0,0,0,23.62,0.34
2013-06-07 0700,15.65,0,32.98,0,9.57,23.58,0.21
2013-06-07 0800,72.49,0,107.92,0.01,23.39,24.59,0.28
2013-06-07 0900,352.66,238.75,225.92,0.04,37.07,25.61,0.41
2013-06-07 1000,467.7,330.78,290.92,0.05,50.31,26.34,0.55
2013-06-07 1100,562.31,455.14,305.95,0.06,62.37,27.11,0.62
2013-06-07 1200,502.91,240.47,439.69,0.05,70.76,27.83,0.69
2013-06-07 1300,492.7,224.99,442.85,0.05,70.06,28.69,0.76
2013-06-07 1400,504.65,314.87,368.66,0.05,60.92,30.23,1.17
2013-06-07 1500,418.59,239.6,320.87,0.04,48.63,30.02,1.17
2013-06-07 1600,149.68,4.91,202.9,0.02,35.3,29.25,1.1
2013-06-07 1700,41.21,0,68.97,0.01,21.6,28.39,0.97
2013-06-07 1800,2.11,0,10.99,0,7.77,27.61,0.83
2013-06-07 1900,0,0,0,0,0,26.68,0.83
2013-06-07 2000,0,0,0,0,0,25.69,0.62
2013-06-07 2100,0,0,0,0,0,25.15,0.69
2013-06-07 2200,0,0,0,0,0,24.68,0.62
2013-06-07 2300,0,0,0,0,0,25.07,0.34
2013-06-08 0000,0,0,0,0,0,24.59,0.28
2013-06-08 0100,0,0,0,0,0,24.18,0.21
2013-06-08 0200,0,0,0,0,0,23.42,0.34
2013-06-08 0300,0,0,0,0,0,23.12,0.21
2013-06-08 0400,0,0,0,0,0,22.97,0.07
2013-06-08 0500,0,0,0,0,0,22.69,0
2013-06-08 0600,0,0,0,0,0,22.39,0.14
2013-06-08 0700,81.19,0,117.92,0.01,9.53,22.67,0.14
2013-06-08 0800,110.18,0,154.89,0.01,23.34,24.21,0.07
2013-06-08 0900,276,93.16,273.95,0.03,37.01,26.24,0.14
2013-06-08 1000,442.52,279.86,315.07,0.05,50.24,27.71,0.21
2013-06-08 1100,610.15,667.41,177.26,0.07,62.28,28.62,0.28
2013-06-08 1200,642.51,704.59,199.36,0.07,70.65,29.35,0.21
2013-06-08 1300,570.15,453.9,344.31,0.06,69.99,30.04,0.07
2013-06-08 1400,379.64,98.7,418.41,0.04,60.91,30.42,0.28
2013-06-08 1500,234.55,16.76,303.81,0.03,48.64,30.22,0
2013-06-08 1600,276.26,112.99,259.26,0.03,35.33,29.73,0.55
2013-06-08 1700,53.81,0,84.97,0.01,21.63,26.86,0.76
2013-06-08 1800,2.15,0,10.99,0,7.82,25.22,0.28
2013-06-08 1900,0,0,0,0,0,23.92,0.69
2013-06-08 2000,0,0,0,0,0,23.55,0.48
2013-06-08 2100,0,0,0,0,0,23.14,0.21
2013-06-08 2200,0,0,0,0,0,22.92,0.14
2013-06-08 2300,0,0,0,0,0,22.58,0.21
2013-06-09 0000,0,0,0,0,0,22.44,0.14
2013-06-09 0100,0,0,0,0,0,22.19,0.07
2013-06-09 0200,0,0,0,0,0,22.29,0.21
2013-06-09 0300,0,0,0,0,0,22.15,0.28
2013-06-09 0400,0,0,0,0,0,21.93,0.21
2013-06-09 0500,0,0,0,0,0,21.8,0.14
2013-06-09 0600,0,0,0,0,0,21.87,0.41
2013-06-09 0700,23.63,0,43.97,0,9.49,22.05,0.69
2013-06-09 0800,119.99,0,165.88,0.01,23.29,23.03,0.62
2013-06-09 0900,203.54,21.35,249.7,0.02,36.95,24.67,0.69
2013-06-09 1000,449.47,279.83,314.06,0.05,50.17,25.8,0.69
2013-06-09 1100,546.71,415.74,324.98,0.06,62.19,27.14,0.48
2013-06-09 1200,464.9,175.4,454.95,0.05,70.56,28.15,0.41
2013-06-09 1300,472.4,192.4,449.97,0.05,69.93,28.8,0.48
2013-06-09 1400,457.74,209.22,405.95,0.05,60.89,28.83,0.97
2013-06-09 1500,287.52,46.33,338.66,0.03,48.65,28.37,0.62
2013-06-09 1600,190.05,20.63,236.8,0.02,35.35,26.91,0.28
2013-06-09 1700,117.42,19.46,146.79,0.01,21.67,26.12,0.34
2013-06-09 1800,25.32,0,46.97,0,7.86,25.69,0.14
2013-06-09 1900,0,0,0,0,0,25.23,0.76
2013-06-09 2000,0,0,0,0,0,24.74,0.9
2013-06-09 2100,0,0,0,0,0,24.24,0.55
2013-06-09 2200,0,0,0,0,0,24.57,0.14
2013-06-09 2300,0,0,0,0,0,24.39,0.14
2013-06-10 0000,0,0,0,0,0,23.92,0.55
2013-06-10 0100,0,0,0,0,0,23.56,0.48
2013-06-10 0200,0,0,0,0,0,24.22,0.34
2013-06-10 0300,0,0,0,0,0,24.17,0.28
2013-06-10 0400,0,0,0,0,0,23.96,0
2013-06-10 0500,0,0,0,0,0,23.82,0.21
2013-06-10 0600,0,0,0,0,0,23.59,0.48
2013-06-10 0700,8.4,0,21.98,0,9.45,23.75,0.48
2013-06-10 0800,53.54,0,83.94,0.01,23.24,24.95,0.83
2013-06-10 0900,273.35,86.34,274.01,0.03,36.89,25.61,0.83
2013-06-10 1000,261.42,24.46,324.71,0.03,50.1,26.9,0.41
2013-06-10 1100,338.73,50.12,404.56,0.04,62.11,27.98,0.34
2013-06-10 1200,404.67,92.62,453.36,0.04,70.47,28.45,0.48
2013-06-10 1300,426.69,122.34,455.27,0.05,69.88,28.37,0.34
2013-06-10 1400,528.38,390.79,331.5,0.06,60.88,29.02,0.41
2013-06-10 1500,451.54,328.26,280.65,0.05,48.66,28.59,0.28
2013-06-10 1600,284.7,123.78,256.21,0.03,35.38,27.68,0.41
2013-06-10 1700,138.56,38.91,155.61,0.02,21.71,26.79,0.28
2013-06-10 1800,17.44,0,35.97,0,7.91,26.54,0.34
2013-06-10 1900,0,0,0,0,0,25.86,0.41
2013-06-10 2000,0,0,0,0,0,25.1,0.69
2013-06-10 2100,0,0,0,0,0,25.56,0.34
2013-06-10 2200,0,0,0,0,0,24.94,0.41
2013-06-10 2300,0,0,0,0,0,24.44,0.28
2013-06-11 0000,0,0,0,0,0,23.28,0.48
2013-06-11 0100,0,0,0,0,0,23.02,0.48
2013-06-11 0200,0,0,0,0,0,23.44,0.83
2013-06-11 0300,0,0,0,0,0,23.5,0.62
2013-06-11 0400,0,0,0,0,0,23.48,0.55
2013-06-11 0500,0,0,0,0,0,22.89,0.69
2013-06-11 0600,0,0,0,0,0,22.56,0.76
2013-06-11 0700,22,0,41.97,0,9.4,23.52,0.41
2013-06-11 0800,122.08,0,169.88,0.01,23.19,25.09,0.83
2013-06-11 0900,348.4,231.83,226.92,0.04,36.83,26.53,0.9
2013-06-11 1000,418.83,215.21,339.35,0.04,50.03,27.67,1.17
2013-06-11 1100,530.06,359.67,353.07,0.06,62.03,28.79,1.31
2013-06-11 1200,555.92,367.5,388.26,0.06,70.38,29.57,1.24
2013-06-11 1300,562.52,393.63,374.37,0.06,69.83,29.81,1.1
2013-06-11 1400,584.51,562.46,234.49,0.06,60.87,28.43,0.69
2013-06-11 1500,461.89,358.79,264.61,0.05,48.68,27.88,0.07
2013-06-11 1600,163.87,8.84,215.87,0.02,35.41,27.16,0.14
2013-06-11 1700,155.37,59.33,156.43,0.02,21.75,26.15,0.76
2013-06-11 1800,14.85,0,31.98,0,7.96,24.96,0.55
2013-06-11 1900,0,0,0,0,0,24.55,0.69
2013-06-11 2000,0,0,0,0,0,24.24,0.76
2013-06-11 2100,0,0,0,0,0,24.38,0.14
2013-06-11 2200,0,0,0,0,0,23.42,0.62
2013-06-11 2300,0,0,0,0,0,23.1,1.03
2013-06-12 0000,0,0,0,0,0,22.65,0.9
2013-06-12 0100,0,0,0,0,0,23.45,0.48
2013-06-12 0200,0,0,0,0,0,24.24,0.21
2013-06-12 0300,0,0,0,0,0,23.96,0.34
2013-06-12 0400,0,0,0,0,0,22.58,0.55
2013-06-12 0500,0,0,0,0,0,23.51,0.41
2013-06-12 0600,0,0,0,0,0,23.56,0.28
2013-06-12 0700,6.6,0,18.99,0,9.36,22.79,0.41
2013-06-12 0800,73.41,0,108.92,0.01,23.14,24.44,0.62
2013-06-12 0900,221.59,33.95,260.56,0.02,36.77,24.64,0.28
2013-06-12 1000,400.24,181.94,348.54,0.04,49.96,25.86,0.34
2013-06-12 1100,447.65,181.79,417.76,0.05,61.95,26.39,0.34
2013-06-12 1200,405.78,92.61,452.36,0.04,70.31,26.54,0.14
2013-06-12 1300,391.48,80.89,447.46,0.04,69.79,27.3,0
2013-06-12 1400,463.04,221.03,402.9,0.05,60.87,26.88,0.21
2013-06-12 1500,240.34,16.76,303.81,0.03,48.7,25.96,0.34
2013-06-12 1600,274.78,104.12,260.3,0.03,35.44,25.92,0.28
2013-06-12 1700,156.78,61.27,156.41,0.02,21.79,25.86,0.41
2013-06-12 1800,21.05,0,40.97,0,8,25.38,0
2013-06-12 1900,0,0,0,0,0,25.08,0.28
2013-06-12 2000,0,0,0,0,0,24.56,0.41
2013-06-12 2100,0,0,0,0,0,24.09,0.48
2013-06-12 2200,0,0,0,0,0,23.8,0.34
2013-06-12 2300,0,0,0,0,0,23.79,0
2013-06-13 0000,0,0,0,0,0,23.48,0.21
2013-06-13 0100,0,0,0,0,0,23.4,0.21
2013-06-13 0200,0,0,0,0,0,23.06,0.14
2013-06-13 0300,0,0,0,0,0,22.86,0.14
2013-06-13 0400,0,0,0,0,0,22.66,0.21
2013-06-13 0500,0,0,0,0,0,22.49,0.07
2013-06-13 0600,0,0,0,0,0,22.34,0.21
2013-06-13 0700,6.61,0,18.99,0,9.31,22.74,0.28
2013-06-13 0800,114.17,0,159.89,0.01,23.09,24.43,0.28
2013-06-13 0900,371.64,304.51,186.74,0.04,36.71,26.05,0.34
2013-06-13 1000,452.85,312.99,294.94,0.05,49.89,27.13,0.14
2013-06-13 1100,437.99,175.88,418.79,0.05,61.88,28.47,0.14
2013-06-13 1200,645.44,714.22,190.37,0.07,70.23,29.35,0.34
2013-06-13 1300,582.45,473.49,332.26,0.06,69.75,30.02,0.62
2013-06-13 1400,390.45,106.56,418.36,0.04,60.87,28.72,0.62
2013-06-13 1500,257.79,24.64,318.77,0.03,48.72,27.33,1.03
2013-06-13 1600,178.4,13.75,227.84,0.02,35.48,26.77,0.97
2013-06-13 1700,124.98,24.31,151.74,0.01,21.83,26.42,0.55
2013-06-13 1800,25.31,0,46.97,0,8.05,25.93,0.69
2013-06-13 1900,0,0,0,0,0,25.21,0.76
2013-06-13 2000,0,0,0,0,0,24.61,0.62
2013-06-13 2100,0,0,0,0,0,24.94,0.41
2013-06-13 2200,0,0,0,0,0,24.82,0.34
2013-06-13 2300,0,0,0,0,0,24.67,0.34
2013-06-14 0000,0,0,0,0,0,24.45,0.21
2013-06-14 0100,0,0,0,0,0,24.14,0.34
2013-06-14 0200,0,0,0,0,0,24.27,0.21
2013-06-14 0300,0,0,0,0,0,24.11,0.21
2013-06-14 0400,0,0,0,0,0,23.91,0.34
2013-06-14 0500,0,0,0,0,0,23.76,0.14
2013-06-14 0600,0,0,0,0,0,23.56,0.34
2013-06-14 0700,12.26,0,27.98,0,9.27,23.69,0.21
2013-06-14 0800,70.92,0,105.92,0.01,23.03,24.42,0.07
2013-06-14 0900,252.48,64,271.23,0.03,36.65,25.05,0
2013-06-14 1000,281.35,36.19,337.61,0.03,49.83,25.93,0.28
2013-06-14 1100,387.72,95.3,421.26,0.04,61.81,26.38,0.41
2013-06-14 1200,444.32,141.85,456.1,0.05,70.17,27.15,0.41
2013-06-14 1300,337.72,36.5,416.68,0.04,69.72,27.54,0.28
2013-06-14 1400,434.4,167.73,415.09,0.05,60.88,27.64,0.55
2013-06-14 1500,313.88,69.97,348.53,0.03,48.74,28.11,0.76
2013-06-14 1600,273.44,104.11,261.29,0.03,35.51,27.98,0.55
2013-06-14 1700,91.51,5.83,127.91,0.01,21.87,27.32,0.07
2013-06-14 1800,21.61,0,41.97,0,8.1,26.76,0.41
2013-06-14 1900,0,0,0,0,0,25.85,0.48
2013-06-14 2000,0,0,0,0,0,25.48,0.55
2013-06-14 2100,0,0,0,0,0,24.92,0.69
2013-06-14 2200,0,0,0,0,0,25.03,0.55
2013-06-14 2300,0,0,0,0,0,25.09,0.28
2013-06-15 0000,0,0,0,0,0,24.69,0.48
2013-06-15 0100,0,0,0,0,0,24.12,0.62
2013-06-15 0200,0,0,0,0,0,24.66,0.34
2013-06-15 0300,0,0,0,0,0,24.52,0.34
2013-06-15 0400,0,0,0,0,0,24.33,0.28
2013-06-15 0500,0,0,0,0,0,23.87,0.55
2013-06-15 0600,0,0,0,0,0,23.63,0.48
2013-06-15 0700,6.56,0,18.99,0,9.22,23.97,0.14
2013-06-15 0800,27.59,0,49.96,0,22.98,25.21,0.48
2013-06-15 0900,105.43,0,149.94,0.01,36.6,26.44,1.1
2013-06-15 1000,104.21,0,148.94,0.01,49.77,27.14,0.97
2013-06-15 1100,331.32,44.21,398.59,0.04,61.74,28.34,0.9
2013-06-15 1200,573.25,422.58,360.13,0.06,70.11,29.37,1.03
2013-06-15 1300,608.7,538.55,295.24,0.07,69.7,29.73,1.17
2013-06-15 1400,554.83,466.66,290.42,0.06,60.89,29.44,0.76
2013-06-15 1500,352.77,122.2,353.27,0.04,48.77,29.31,0.28
2013-06-15 1600,150.43,4.91,203.9,0.02,35.55,28.54,0.34
2013-06-15 1700,102.96,9.72,138.87,0.01,21.91,27.87,0.48
2013-06-15 1800,16.7,0,34.98,0,8.15,27.25,0.69
2013-06-15 1900,0,0,0,0,0,26.35,0.97
2013-06-15 2000,0,0,0,0,0,25.5,0.97
2013-06-15 2100,0,0,0,0,0,24.96,1.03
2013-06-15 2200,0,0,0,0,0,24.3,1.03
2013-06-15 2300,0,0,0,0,0,23.84,0.97
2013-06-16 0000,0,0,0,0,0,23.38,0.9
2013-06-16 0100,0,0,0,0,0,23.07,0.9
2013-06-16 0200,0,0,0,0,0,23.55,0.62
2013-06-16 0300,0,0,0,0,0,23.02,0.55
2013-06-16 0400,0,0,0,0,0,23.1,0.34
2013-06-16 0500,0,0,0,0,0,22.8,0.48
2013-06-16 0600,0,0,0,0,0,22.7,0.41
2013-06-16 0700,6.59,0,18.99,0,9.18,23.17,0.21
2013-06-16 0800,12.19,0,27.98,0,22.93,24.73,0
2013-06-16 0900,41.62,0,68.97,0.01,36.54,26.32,0.34
2013-06-16 1000,183.15,1.96,246.89,0.02,49.71,27.53,0.83
2013-06-16 1100,223.43,2.95,297.87,0.02,61.68,28,0.97
2013-06-16 1200,371.85,61.07,437.52,0.04,70.05,28.65,0.9
2013-06-16 1300,482.32,211.07,442.87,0.05,69.68,29.2,0.83
2013-06-16 1400,466.49,234.8,397.84,0.05,60.9,29.21,0.55
2013-06-16 1500,382.47,167.53,345.08,0.04,48.8,29,0.62
2013-06-16 1600,204.93,29.46,248.74,0.02,35.59,28.81,0.62
2013-06-16 1700,69.77,0.97,104.95,0.01,21.96,27.84,0.62
2013-06-16 1800,11.37,0,26.98,0,8.2,27.23,0.62
2013-06-16 1900,0,0,0,0,0,26.21,0.76
2013-06-16 2000,0,0,0,0,0,26.12,0.55
2013-06-16 2100,0,0,0,0,0,25.07,0.69
2013-06-16 2200,0,0,0,0,0,24.33,0.76
2013-06-16 2300,0,0,0,0,0,24.01,0.62
2013-06-17 0000,0,0,0,0,0,24.07,0.48
2013-06-17 0100,0,0,0,0,0,23.38,0.62
2013-06-17 0200,0,0,0,0,0,23,0.69
2013-06-17 0300,0,0,0,0,0,22.87,0.48
2013-06-17 0400,0,0,0,0,0,22.76,0.41
2013-06-17 0500,0,0,0,0,0,22.45,0.48
2013-06-17 0600,0,0,0,0,0,22.17,0.55
2013-06-17 0700,6.61,0,18.99,0,9.13,22.69,0.34
2013-06-17 0800,24.09,0,44.97,0,22.88,24.07,0.28
2013-06-17 0900,59.49,0,91.96,0.01,36.49,25.69,0
2013-06-17 1000,321.06,73.34,356.3,0.03,49.65,27.27,0.07
2013-06-17 1100,311.89,33.4,386.66,0.03,61.62,28.2,0.14
2013-06-17 1200,292.38,14.77,379.78,0.03,70.01,28.67,0.28
2013-06-17 1300,442.87,151.89,453.12,0.05,69.67,29.83,0.34
2013-06-17 1400,260.58,11.84,340.82,0.03,60.92,29.32,0.41
2013-06-17 1500,236.85,16.75,303.81,0.03,48.83,28.77,0.28
2013-06-17 1600,241.6,62.85,262.53,0.03,35.63,27.88,0.07
2013-06-17 1700,103.01,9.72,138.87,0.01,22,27.73,0.41
2013-06-17 1800,8.85,0,22.98,0,8.25,27.09,0.34
2013-06-17 1900,0,0,0,0,0,26.72,0.34
2013-06-17 2000,0,0,0,0,0,25.89,0.55
2013-06-17 2100,0,0,0,0,0,25.66,0.62
